T,1Y,2Y,3Y,4Y,5Y,7Y,10Y,30Y
2008-04-25,4.964,4.644,4.537,4.4905,4.4775,4.5335,4.682,4.898
2008-04-28,4.963,4.619,4.518,4.4785,4.474,4.5295,4.684,4.9095
2008-04-29,4.965,4.5425,4.4335,4.403,4.391,4.4559,4.615,4.8465
2008-04-30,4.955,4.5445,4.4425,4.3975,4.388,4.4455,4.5935,4.8185
2008-05-02,4.952,4.5675,4.4835,4.4425,4.441,4.493,4.633,4.857
2008-05-05,4.958,4.592,4.4995,4.439,4.426,4.4765,4.6125,4.8285
2008-05-06,4.956,4.5435,4.444,4.4015,4.386,4.44,4.586,4.804
2008-05-07,4.96,4.521,4.42,4.379,4.37,4.43,4.5903,4.8115
2008-05-08,4.953,4.4505,4.344,4.309,4.303,4.363,4.515,4.7425
2008-05-09,4.941,4.4285,4.316,4.284,4.277,4.321,4.46,4.682
2008-05-12,4.948,4.4865,4.368,4.326,4.3145,4.3525,4.4835,4.7
2008-05-13,4.95,4.5515,4.43,4.382,4.3665,4.4105,4.5445,4.7475
2008-05-14,4.971,4.625,4.492,4.442,4.4255,4.47,4.6055,4.8155
2008-05-15,4.989,4.676,4.539,4.482,4.4615,4.489,4.612,4.806
2008-05-16,4.988,4.6605,4.5315,4.467,4.446,4.473,4.595,4.791
2008-05-19,4.982,4.7075,4.572,4.5085,4.4865,4.51,4.6295,4.821
2008-05-20,4.987,4.679,4.544,4.486,4.4615,4.49,4.615,4.809
2008-05-21,4.999,4.76,4.6285,4.5625,4.536,4.5575,4.6761,4.8545
2008-05-22,5,4.8405,4.691,4.607,4.5735,4.5875,4.7025,4.8805
2008-05-23,5.028,4.865,4.723,4.6235,4.582,4.5835,4.6915,4.873
2008-05-26,5.045,4.8715,4.74,4.654,4.612,4.6135,4.722,4.8985
2008-05-27,5.05,4.8815,4.7395,4.661,4.6246,4.6305,4.737,4.912
2008-05-28,5.053,4.9078,4.7753,4.6975,4.66,4.6718,4.784,4.961
2008-05-29,5.063,5.003,4.8755,4.7885,4.7455,4.744,4.846,5.0125
2008-05-30,5.097,4.9985,4.879,4.795,4.747,4.7415,4.8345,4.987
2008-06-02,5.097,4.9255,4.7965,4.7095,4.6595,4.655,4.7525,4.9095
2008-06-03,5.093,5.007,4.879,4.7857,4.7405,4.731,4.82,4.9645
2008-06-04,5.107,4.9825,4.851,4.7665,4.7095,4.702,4.7965,4.938
2008-06-05,5.125,5.2155,5.0485,4.9135,4.8305,4.7875,4.8415,4.885
2008-06-06,5.418,5.369,5.1995,5.054,4.9335,4.815,4.8005,4.77
2008-06-09,5.429,5.5235,5.4065,5.2405,5.114,4.9595,4.8935,4.758
2008-06-10,5.432,5.423,5.3295,5.223,5.113,4.9905,4.9565,4.876
2008-06-11,5.417,5.3765,5.2635,5.148,5.0625,4.9835,4.995,4.9825
2008-06-12,5.425,5.3688,5.2775,5.172,5.086,5.002,5.007,4.9575
2008-06-13,5.439,5.42,5.324,5.227,5.1428,5.055,5.042,4.9535
2008-06-16,5.436,5.488,5.4065,5.2815,5.188,5.0715,5.034,4.9
2008-06-17,5.434,5.3705,5.288,5.197,5.111,5.0063,4.976,4.8605
2008-06-18,5.427,5.369,5.293,5.1985,5.113,5.007,4.9775,4.842
2008-06-19,5.43,5.4205,5.353,5.2555,5.174,5.0685,5.0385,4.874
2008-06-20,5.429,5.392,5.322,5.2315,5.144,5.0425,5.013,4.8765
2008-06-23,5.419,5.3645,5.2985,5.222,5.143,5.0495,5.0275,4.8965
2008-06-24,5.422,5.316,5.248,5.1765,5.1055,5.0295,5.021,4.9335
2008-06-25,5.418,5.3365,5.262,5.182,5.1135,5.037,5.033,4.9465
2008-06-26,5.408,5.241,5.162,5.0945,5.023,4.9555,4.964,4.905
2008-06-27,5.382,5.2305,5.1585,5.0775,5.0165,4.9655,4.9885,4.97
2008-06-30,5.39,5.366,5.291,5.209,5.1355,5.0555,5.0515,4.968
2008-07-01,5.418,5.3583,5.297,5.2135,5.1395,5.054,5.045,4.943
2008-07-02,5.417,5.4075,5.3595,5.2765,5.203,5.113,5.093,4.9645
2008-07-03,5.432,5.2225,5.175,5.1065,5.045,4.9865,4.998,4.951
2008-07-04,5.395,5.2095,5.145,5.089,5.031,4.955,4.954,4.913
2008-07-07,5.393,5.118,5.0505,4.986,4.9275,4.8705,4.8915,4.877
2008-07-08,5.379,5.1695,5.0915,5.0255,4.969,4.9025,4.911,4.9055
2008-07-09,5.396,5.167,5.092,5.0265,4.9675,4.896,4.9005,4.882
2008-07-10,5.384,5.164,5.0935,5.0325,4.9775,4.911,4.9185,4.9005
2008-07-11,5.388,5.1635,5.109,5.0615,5.017,4.9565,4.9605,4.9415
2008-07-14,5.384,5.115,5.041,4.9896,4.94,4.88,4.8885,4.872
2008-07-15,5.374,5.0815,5.0165,4.966,4.926,4.8765,4.894,4.888
2008-07-16,5.369,5.1028,5.049,5.0035,4.9635,4.901,4.91,4.889
2008-07-17,5.377,5.133,5.081,5.0445,5.005,4.9515,4.9605,4.9235
2008-07-18,5.375,5.265,5.196,5.1375,5.0955,5.029,5.027,4.942
2008-07-21,5.413,5.333,5.2895,5.2315,5.178,5.098,5.076,4.951
2008-07-22,5.418,5.3315,5.296,5.2395,5.1895,5.1125,5.0925,4.9605
2008-07-23,5.432,5.293,5.2675,5.223,5.1745,5.104,5.091,4.9653
2008-07-24,5.409,5.1665,5.13,5.0975,5.056,5.0135,5.0245,4.9395
2008-07-25,5.387,5.1725,5.14,5.125,5.094,5.0575,5.076,4.993
2008-07-28,5.389,5.104,5.063,5.0305,5.001,4.9695,4.994,4.9465
2008-07-29,5.38,5.0535,5.016,4.973,4.9405,4.915,4.948,4.9035
2008-07-30,5.369,5.011,4.97,4.932,4.9015,4.864,4.8885,4.852
2008-07-31,5.366,4.977,4.923,4.888,4.8505,4.8195,4.85,4.812
2008-08-01,5.357,4.9695,4.9045,4.873,4.838,4.809,4.834,4.8085
2008-08-04,5.359,4.9765,4.9135,4.884,4.851,4.8205,4.851,4.8215
2008-08-05,5.355,4.976,4.907,4.858,4.8175,4.7805,4.815,4.7935
2008-08-06,5.354,4.96,4.898,4.8595,4.8275,4.7995,4.831,4.822
2008-08-07,5.35,4.7985,4.7165,4.68,4.6535,4.6735,4.7675,4.876
2008-08-08,5.313,4.7975,4.707,4.6555,4.6365,4.6565,4.7545,4.882
2008-08-11,5.313,4.832,4.738,4.692,4.67,4.6835,4.7745,4.8845
2008-08-12,5.314,4.779,4.686,4.6485,4.629,4.6405,4.731,4.847
2008-08-13,5.311,4.746,4.66,4.6145,4.5935,4.618,4.7165,4.844
2008-08-14,5.307,4.746,4.641,4.597,4.58,4.598,4.693,4.8155
2008-08-15,5.308,4.712,4.601,4.553,4.536,4.5505,4.639,4.769
2008-08-18,5.304,4.703,4.59,4.5375,4.5245,4.543,4.638,4.759
2008-08-19,5.301,4.7368,4.617,4.5715,4.5575,4.5815,4.671,4.799
2008-08-20,5.314,4.73,4.6135,4.563,4.5405,4.553,4.637,4.758
2008-08-21,5.306,4.792,4.684,4.6465,4.6275,4.624,4.693,4.785
2008-08-22,5.321,4.857,4.7625,4.7215,4.7025,4.6865,4.7415,4.7975
2008-08-25,5.319,4.789,4.6915,4.6285,4.6015,4.593,4.656,4.7305
2008-08-26,5.308,4.749,4.65,4.605,4.584,4.5865,4.6565,4.7385
2008-08-27,5.306,4.824,4.7245,4.6695,4.6395,4.6375,4.7005,4.7625
2008-08-28,5.329,4.886,4.788,4.729,4.684,4.659,4.694,4.7005
2008-08-29,5.335,4.8615,4.768,4.715,4.685,4.649,4.678,4.6645
2008-09-01,5.325,4.797,4.6945,4.636,4.604,4.5845,4.629,4.64
2008-09-02,5.33,4.7895,4.684,4.6295,4.5955,4.5825,4.635,4.6505
2008-09-03,5.323,4.807,4.701,4.647,4.611,4.5975,4.6485,4.6825
2008-09-04,5.334,4.7738,4.653,4.589,4.555,4.544,4.6025,4.6475
2008-09-05,5.322,4.735,4.6095,4.561,4.534,4.5305,4.5975,4.6675
2008-09-08,5.337,4.756,4.6305,4.5725,4.5375,4.543,4.6125,4.671
2008-09-09,5.337,4.7303,4.604,4.5403,4.512,4.519,4.6005,4.67
2008-09-10,5.336,4.7535,4.635,4.5745,4.545,4.5535,4.6315,4.7015
2008-09-11,5.337,4.753,4.635,4.585,4.565,4.5735,4.6525,4.734
2008-09-12,5.341,4.8055,4.6905,4.6505,4.631,4.6455,4.732,4.817
2008-09-15,5.341,4.7108,4.6315,4.6293,4.6355,4.6625,4.7545,4.8235
2008-09-16,5.34,4.7115,4.64,4.636,4.6375,4.6435,4.689,4.671
2008-09-17,5.363,4.766,4.706,4.692,4.6865,4.7085,4.7605,4.7815
2008-09-18,5.386,4.8657,4.8016,4.767,4.757,4.762,4.8145,4.8315
2008-09-19,5.41,4.9773,4.941,4.9055,4.8975,4.8925,4.9315,4.955
2008-09-22,5.44,4.982,4.9325,4.91,4.896,4.8945,4.936,4.9735
2008-09-23,5.45,4.9595,4.898,4.8735,4.865,4.8705,4.9255,4.962
2008-09-24,5.467,4.914,4.855,4.817,4.8115,4.814,4.8625,4.875
2008-09-25,5.484,4.9155,4.869,4.8365,4.825,4.8275,4.876,4.8635
2008-09-26,5.471,4.7955,4.7635,4.755,4.75,4.751,4.797,4.782
2008-09-29,5.477,4.606,4.5935,4.5985,4.6115,4.6135,4.656,4.585
2008-09-30,5.495,4.64,4.6255,4.6475,4.6595,4.662,4.6715,4.534
2008-10-01,5.505,4.5965,4.597,4.6515,4.669,4.67,4.677,4.496
2008-10-02,5.526,4.4505,4.453,4.4955,4.5165,4.5295,4.543,4.2905
2008-10-03,5.493,4.439,4.448,4.494,4.5155,4.5455,4.575,4.3215
2008-10-06,5.482,4.2605,4.248,4.298,4.3335,4.384,4.43,4.113
2008-10-07,5.493,4.2325,4.25,4.2665,4.295,4.3485,4.3935,3.9615
2008-10-08,5.486,4.1625,4.179,4.271,4.3295,4.4095,4.4925,4.0735
2008-10-09,5.512,4.2865,4.302,4.36,4.406,4.4715,4.536,4.142
2008-10-10,5.489,4.2735,4.3385,4.401,4.458,4.5635,4.6795,4.418
2008-10-13,5.425,4.291,4.3855,4.4515,4.49,4.5945,4.6785,4.4205
2008-10-14,5.358,4.335,4.4265,4.5015,4.542,4.6105,4.71,4.5
2008-10-15,5.312,4.267,4.389,4.453,4.487,4.583,4.68,4.531
2008-10-16,5.248,4.142,4.2665,4.35,4.396,4.506,4.641,4.527
2008-10-17,5.202,4.077,4.2195,4.327,4.3905,4.492,4.6265,4.5175
2008-10-20,5.146,4.0835,4.21,4.286,4.333,4.451,4.582,4.502
2008-10-21,5.112,3.969,4.0815,4.1635,4.201,4.312,4.4645,4.394
2008-10-22,5.079,3.899,4.0065,4.091,4.15,4.253,4.413,4.3305
2008-10-23,5.06,3.8815,3.9635,4.0525,4.0975,4.19,4.3345,4.0705
2008-10-24,5.035,3.86,3.945,4.025,4.09,4.179,4.336,4.0965
2008-10-27,5.02,3.8045,3.893,4.004,4.0765,4.2035,4.372,4.204
2008-10-28,4.986,3.766,3.8535,3.9465,4.007,4.1375,4.309,4.071
2008-10-29,4.95,3.6885,3.7875,3.891,3.977,4.128,4.333,4.089
2008-10-30,4.916,3.631,3.7465,3.844,3.921,4.094,4.316,4.067
2008-10-31,4.865,3.733,3.8465,3.949,4.0455,4.243,4.489,4.2925
2008-11-03,4.845,3.6795,3.7865,3.8895,3.987,4.174,4.408,4.1955
2008-11-04,4.808,3.666,3.772,3.8845,3.98,4.169,4.413,4.2135
2008-11-05,4.764,3.675,3.7665,3.8655,3.948,4.126,4.369,4.2275
2008-11-06,4.701,3.585,3.683,3.782,3.863,4.043,4.31,4.174
2008-11-07,4.596,3.5565,3.66,3.746,3.819,3.988,4.213,4.093
2008-11-10,4.532,3.4605,3.5565,3.6795,3.762,3.943,4.1815,4.0795
2008-11-11,4.458,3.423,3.5365,3.661,3.7545,3.939,4.1875,4.1405
2008-11-12,4.412,3.359,3.478,3.6145,3.716,3.913,4.162,4.119
2008-11-13,4.37,3.3555,3.478,3.5985,3.7015,3.917,4.187,4.1675
2008-11-14,4.355,3.373,3.4855,3.628,3.7415,3.9505,4.2105,4.1945
2008-11-17,4.322,3.329,3.46,3.5915,3.708,3.927,4.193,4.1743
2008-11-18,4.271,3.319,3.463,3.608,3.7305,3.9535,4.224,4.2235
2008-11-19,4.219,3.2775,3.4065,3.5535,3.676,3.906,4.1805,4.1765
2008-11-20,4.171,3.1425,3.244,3.3785,3.506,3.734,4.012,3.874
2008-11-21,4.123,3.1525,3.2595,3.406,3.517,3.7425,4,3.811
2008-11-24,4.077,3.2845,3.4005,3.517,3.6345,3.8495,4.1105,3.9165
2008-11-25,4.051,3.2425,3.341,3.4435,3.5415,3.741,3.9995,3.744
2008-11-26,4.004,3.16,3.2315,3.3485,3.4515,3.6595,3.91,3.6165
2008-11-27,3.978,3.141,3.217,3.3235,3.4321,3.6348,3.9,3.6175
2008-11-28,3.951,3.145,3.2346,3.3705,3.4653,3.676,3.9274,3.6153
2008-12-01,3.921,3.075,3.15,3.2521,3.3602,3.555,3.8125,3.4625
2008-12-02,3.896,3.0335,3.0795,3.1819,3.2665,3.4153,3.6302,3.2002
2008-12-03,3.853,2.961,3.0164,3.0925,3.1536,3.2428,3.6595,2.7812
2008-12-04,3.777,3.099,3.185,3.2827,3.3632,3.4865,3.6084,3.2579
2008-12-05,3.7,3.014,3.1012,3.2071,3.2975,3.4242,3.5792,3.2164
2008-12-08,3.661,3.165,3.2871,3.3895,3.4755,3.6305,3.7973,3.3708
2008-12-09,3.61,3.199,3.324,3.4244,3.5121,3.6575,3.866,3.489
2008-12-10,3.563,3.147,3.2797,3.4015,3.4967,3.681,3.9068,3.652
2008-12-11,3.513,3.083,3.21,3.3631,3.477,3.679,3.93,3.7246
2008-12-12,3.47,3.103,3.259,3.3771,3.5085,3.7319,3.9961,3.8201
2008-12-15,3.431,3.04,3.1855,3.319,3.4385,3.6655,3.9111,3.765
2008-12-16,3.395,2.9875,3.145,3.3015,3.4175,3.639,3.8897,3.7202
2008-12-17,3.333,2.8395,2.983,3.1583,3.298,3.5139,3.766,3.6079
2008-12-18,3.29,2.825,2.9727,3.1465,3.284,3.506,3.7716,3.5931
2008-12-19,3.257,2.8315,2.9883,3.1597,3.2965,3.5329,3.8092,3.6452
2008-12-22,3.227,2.762,2.9165,3.1012,3.227,3.4541,3.7063,3.5438
2008-12-23,3.185,2.775,2.955,3.1261,3.26,3.4769,3.7477,3.5752
2008-12-24,3.15,2.777,2.938,3.113,3.234,3.467,3.755,3.576
2008-12-29,3.126,2.6845,2.8852,3.0661,3.1901,3.4031,3.6691,3.4874
2008-12-30,3.085,2.7325,2.9495,3.126,3.2485,3.4755,3.746,3.55
2008-12-31,3.049,2.677,2.955,3.122,3.25,3.479,3.7395,3.568
2009-01-02,3.025,2.6825,2.9,3.0805,3.205,3.447,3.7269,3.5359
2009-01-05,2.995,2.662,2.898,3.0955,3.2315,3.4556,3.741,3.58
2009-01-06,2.959,2.7065,2.9695,3.1705,3.335,3.5789,3.8802,3.7532
2009-01-07,2.924,2.5685,2.8283,3.0465,3.215,3.521,3.8475,3.75
2009-01-08,2.882,2.529,2.7766,2.9814,3.1552,3.4341,3.7394,3.693
2009-01-09,2.834,2.4375,2.6912,2.8945,3.064,3.3235,3.6395,3.643
2009-01-12,2.782,2.394,2.6405,2.8574,3.0351,3.2979,3.613,3.685
2009-01-13,2.738,2.358,2.5851,2.815,2.9827,3.2661,3.5828,3.7013
2009-01-14,2.7,2.3735,2.6255,2.8295,2.996,3.273,3.5725,3.754
2009-01-15,2.651,2.408,2.6585,2.846,2.995,3.259,3.5455,3.759
2009-01-16,2.615,2.321,2.56,2.7725,2.9335,3.2075,3.5205,3.742
2009-01-19,2.572,2.34,2.594,2.8105,2.982,3.2675,3.579,3.795
2009-01-20,2.531,2.289,2.5475,2.7535,2.9235,3.2085,3.5235,3.754
2009-01-21,2.474,2.2105,2.493,2.737,2.9145,3.209,3.549,3.808
2009-01-22,2.426,2.2255,2.5205,2.772,2.962,3.2785,3.626,3.889
2009-01-23,2.379,2.2415,2.56,2.828,3.028,3.3715,3.7185,3.9925
2009-01-26,2.347,2.3665,2.6875,2.9185,3.1225,3.457,3.798,4.028
2009-01-27,2.335,2.36,2.666,2.895,3.088,3.3835,3.72,3.909
2009-01-28,2.318,2.34,2.6395,2.859,3.042,3.3435,3.653,3.798
2009-01-29,2.294,2.2685,2.587,2.841,3.04,3.3535,3.6775,3.634
2009-01-30,2.273,2.263,2.5685,2.809,3.017,3.3485,3.709,3.682
2009-02-02,2.259,2.278,2.567,2.8225,3.028,3.367,3.7135,3.682
2009-02-03,2.246,2.253,2.5685,2.836,3.058,3.4035,3.76,3.673
2009-02-04,2.236,2.183,2.497,2.7775,2.9985,3.359,3.732,3.633
2009-02-05,2.223,2.178,2.493,2.7795,3.002,3.3705,3.7435,3.717
2009-02-06,2.209,2.1485,2.4795,2.765,3.003,3.377,3.756,3.7295
2009-02-09,2.192,2.187,2.513,2.802,3.02,3.385,3.7705,3.693
2009-02-10,2.177,2.2,2.5115,2.757,2.958,3.3025,3.652,3.616
2009-02-11,2.165,2.1255,2.437,2.6915,2.8925,3.2185,3.5505,3.586
2009-02-12,2.146,2.0935,2.3905,2.6175,2.812,3.136,3.471,3.545
2009-02-13,2.133,2.097,2.398,2.66,2.8605,3.189,3.54,3.589
2009-02-16,2.118,2.059,2.35,2.617,2.81,3.145,3.4875,3.514
2009-02-17,2.096,2.0245,2.3085,2.5305,2.7405,3.064,3.4055,3.398
2009-02-18,2.083,2.063,2.358,2.5875,2.797,3.117,3.457,3.4875
2009-02-19,2.085,2.1265,2.417,2.6645,2.859,3.1765,3.516,3.527
2009-02-20,2.074,2.077,2.361,2.5925,2.775,3.096,3.4425,3.4925
2009-02-23,2.074,2.088,2.3835,2.6135,2.8145,3.1215,3.4695,3.525
2009-02-24,2.062,2.041,2.326,2.5668,2.7535,3.0565,3.3995,3.439
2009-02-25,2.054,2.027,2.314,2.5285,2.708,3.0175,3.36,3.4035
2009-02-26,2.043,2.0845,2.397,2.637,2.8305,3.15,3.4855,3.525
2009-02-27,2.033,2.076,2.3935,2.6195,2.812,3.12,3.467,3.505
2009-03-02,2.025,2.002,2.303,2.542,2.734,3.046,3.399,3.447
2009-03-03,2.006,1.969,2.27,2.522,2.721,3.0565,3.419,3.4715
2009-03-04,1.993,1.966,2.287,2.554,2.7645,3.1175,3.4785,3.541
2009-03-05,1.981,1.933,2.2305,2.48,2.6775,2.998,3.312,3.403
2009-03-06,1.957,1.943,2.2415,2.4795,2.6675,2.9695,3.273,3.381
2009-03-09,1.947,1.99,2.2775,2.5025,2.689,2.9735,3.264,3.3545
2009-03-10,1.939,2.003,2.284,2.544,2.743,3.0325,3.344,3.416
2009-03-11,1.932,2.032,2.337,2.589,2.792,3.1,3.419,3.494
2009-03-12,1.931,1.974,2.2665,2.5365,2.743,3.0685,3.383,3.492
2009-03-13,1.923,1.979,2.281,2.5805,2.7985,3.129,3.452,3.642
2009-03-16,1.919,1.9685,2.291,2.573,2.7925,3.1425,3.478,3.6925
2009-03-17,1.909,1.99,2.31,2.5755,2.804,3.1695,3.507,3.734
2009-03-18,1.901,1.989,2.3185,2.5945,2.8285,3.1905,3.532,3.721
2009-03-19,1.877,1.9565,2.2805,2.5505,2.77,3.1015,3.4255,3.6815
2009-03-20,1.866,1.884,2.201,2.4915,2.718,3.0655,3.3925,3.686
2009-03-23,1.857,1.925,2.2345,2.533,2.77,3.1275,3.4585,3.7635
2009-03-24,1.857,1.953,2.294,2.5833,2.8255,3.19,3.548,3.826
2009-03-25,1.853,1.973,2.309,2.6165,2.8495,3.208,3.535,3.801
2009-03-26,1.849,1.9575,2.3115,2.577,2.7995,3.143,3.482,3.729
2009-03-27,1.838,1.891,2.2295,2.546,2.789,3.143,3.485,3.723
2009-03-30,1.824,1.8205,2.156,2.4485,2.681,3.033,3.377,3.634
2009-03-31,1.812,1.807,2.141,2.4315,2.6655,3.026,3.379,3.657
2009-04-01,1.801,1.771,2.09,2.3998,2.635,3.0065,3.37,3.668
2009-04-02,1.791,1.9435,2.2875,2.579,2.812,3.175,3.526,3.789
2009-04-03,1.804,2.0505,2.418,2.681,2.905,3.262,3.607,3.8935
2009-04-06,1.802,2.015,2.382,2.6515,2.875,3.236,3.587,3.869
2009-04-07,1.796,1.971,2.33,2.614,2.8435,3.217,3.575,3.855
2009-04-08,1.785,1.967,2.329,2.622,2.8635,3.24,3.598,3.887
2009-04-09,1.782,1.939,2.316,2.62,2.8655,3.236,3.595,3.878
2009-04-14,1.774,1.911,2.268,2.564,2.808,3.182,3.543,3.862
2009-04-15,1.768,1.902,2.242,2.5355,2.772,3.139,3.5055,3.876
2009-04-16,1.762,1.906,2.243,2.54,2.777,3.1505,3.512,3.869
2009-04-17,1.761,1.984,2.331,2.5955,2.8295,3.21,3.568,3.941
2009-04-20,1.768,1.9205,2.252,2.531,2.756,3.1065,3.4475,3.8245
2009-04-21,1.768,1.9495,2.277,2.555,2.7765,3.119,3.452,3.835
2009-04-22,1.766,1.974,2.315,2.587,2.805,3.151,3.479,3.817
2009-04-23,1.769,1.952,2.2895,2.5845,2.8093,3.1565,3.4885,3.796
2009-04-24,1.764,1.901,2.255,2.532,2.762,3.1205,3.4595,3.777
2009-04-27,1.754,1.873,2.226,2.51,2.7383,3.0938,3.445,3.77
2009-04-28,1.743,1.8285,2.1725,2.465,2.699,3.0775,3.4235,3.747
2009-04-29,1.734,1.809,2.1365,2.439,2.666,3.038,3.3785,3.694
2009-04-30,1.728,1.799,2.139,2.4535,2.699,3.0785,3.4375,3.7485
2009-05-04,1.718,1.836,2.1945,2.536,2.795,3.165,3.5155,3.8315
2009-05-05,1.71,1.841,2.191,2.4825,2.724,3.1135,3.4685,3.7705
2009-05-06,1.704,1.7835,2.139,2.439,2.6875,3.078,3.4425,3.776
2009-05-07,1.699,1.783,2.168,2.4965,2.766,3.206,3.5873,3.9023
2009-05-08,1.676,1.758,2.165,2.5185,2.814,3.254,3.659,3.972
2009-05-11,1.655,1.74,2.128,2.4525,2.7195,3.1405,3.527,3.875
2009-05-12,1.647,1.75,2.1285,2.4305,2.692,3.1173,3.5055,3.874
2009-05-13,1.636,1.687,2.05,2.383,2.6565,3.0775,3.4715,3.874
2009-05-14,1.623,1.67,2.044,2.385,2.6475,3.0825,3.476,3.9015
2009-05-15,1.61,1.657,2.047,2.3935,2.6885,3.136,3.535,3.908
2009-05-18,1.602,1.625,2.009,2.35,2.6405,3.084,3.489,3.885
2009-05-19,1.595,1.6645,2.054,2.3973,2.68,3.1155,3.512,3.899
2009-05-20,1.606,1.7085,2.104,2.442,2.7255,3.1605,3.5505,3.955
2009-05-21,1.613,1.6795,2.08,2.4275,2.724,3.1713,3.575,3.981
2009-05-22,1.622,1.726,2.1175,2.483,2.774,3.227,3.6415,4.0265
2009-05-25,1.631,1.768,2.188,2.528,2.8145,3.2505,3.6515,4.016
2009-05-26,1.632,1.774,2.204,2.5463,2.8355,3.2823,3.689,4.0405
2009-05-27,1.638,1.781,2.199,2.5445,2.8285,3.264,3.6615,3.983
2009-05-28,1.641,1.7755,2.2135,2.594,2.8955,3.348,3.7615,4.066
2009-05-29,1.631,1.712,2.155,2.532,2.844,3.298,3.7,3.9915
2009-06-01,1.626,1.768,2.209,2.606,2.9188,3.3683,3.7698,4.0728
2009-06-02,1.624,1.7245,2.162,2.5515,2.8685,3.3285,3.736,4.0755
2009-06-03,1.615,1.71,2.149,2.5155,2.8175,3.2645,3.661,3.9948
2009-06-04,1.621,1.86,2.286,2.6455,2.9515,3.3695,3.7545,4.047
2009-06-05,1.643,1.998,2.452,2.824,3.1055,3.503,3.865,4.127
2009-06-08,1.672,2.095,2.522,2.8385,3.084,3.459,3.78,4.008
2009-06-09,1.675,2.04,2.469,2.797,3.0488,3.4235,3.7553,3.9978
2009-06-10,1.672,2.047,2.476,2.8145,3.0665,3.466,3.806,4.046
2009-06-11,1.666,2.0625,2.509,2.8525,3.1075,3.493,3.8355,4.072
2009-06-12,1.659,2.0355,2.478,2.815,3.0735,3.4555,3.7975,4.076
2009-06-15,1.649,1.9615,2.391,2.717,2.991,3.371,3.724,4.044
2009-06-16,1.638,1.963,2.401,2.728,2.9825,3.375,3.719,4.055
2009-06-17,1.629,1.9195,2.362,2.701,2.9635,3.3515,3.7,4.086
2009-06-18,1.619,1.955,2.4115,2.7655,3.025,3.413,3.7695,4.1275
2009-06-19,1.609,1.876,2.34,2.692,2.9595,3.3655,3.7315,4.124
2009-06-22,1.597,1.873,2.325,2.674,2.938,3.342,3.7065,4.103
2009-06-23,1.585,1.906,2.363,2.7065,2.9735,3.3645,3.726,4.1375
2009-06-24,1.57,1.84,2.294,2.6465,2.9205,3.3275,3.7,4.127
2009-06-25,1.532,1.7925,2.272,2.622,2.9035,3.3145,3.688,4.123
2009-06-26,1.515,1.793,2.26,2.621,2.8855,3.2905,3.662,4.109
2009-06-29,1.51,1.793,2.258,2.602,2.866,3.268,3.624,4.0975
2009-06-30,1.504,1.807,2.252,2.595,2.857,3.254,3.6145,4.04
2009-07-01,1.497,1.7925,2.254,2.607,2.871,3.267,3.628,4.086
2009-07-02,1.486,1.6855,2.134,2.504,2.7835,3.2,3.573,4.045
2009-07-03,1.468,1.6815,2.152,2.5205,2.804,3.2115,3.586,4.038
2009-07-06,1.456,1.6695,2.132,2.494,2.781,3.192,3.568,4.023
2009-07-07,1.452,1.667,2.131,2.4803,2.7583,3.1805,3.5625,4.0198
2009-07-08,1.44,1.6575,2.123,2.4815,2.758,3.1675,3.54,3.997
2009-07-09,1.436,1.702,2.1625,2.52,2.8,3.2035,3.5835,4.0295
2009-07-10,1.433,1.693,2.167,2.517,2.7895,3.192,3.5595,4
2009-07-13,1.426,1.691,2.1615,2.529,2.794,3.1955,3.5628,4.0113
2009-07-14,1.419,1.729,2.204,2.554,2.823,3.2235,3.5925,4.02
2009-07-15,1.413,1.775,2.249,2.6095,2.8835,3.286,3.6505,4.058
2009-07-16,1.409,1.71,2.1805,2.546,2.818,3.228,3.605,4.014
2009-07-17,1.395,1.742,2.229,2.595,2.872,3.282,3.661,4.0605
2009-07-20,1.389,1.7435,2.233,2.574,2.8585,3.272,3.6465,4.051
2009-07-21,1.382,1.704,2.1755,2.539,2.823,3.235,3.615,4.043
2009-07-22,1.381,1.717,2.2045,2.558,2.8385,3.2545,3.6355,4.076
2009-07-23,1.379,1.7655,2.248,2.5978,2.8755,3.2955,3.6848,4.0943
2009-07-24,1.378,1.7805,2.267,2.6215,2.904,3.3225,3.7085,4.129
2009-07-27,1.377,1.8325,2.31,2.659,2.9265,3.347,3.727,4.148
2009-07-28,1.373,1.7715,2.2545,2.5955,2.858,3.271,3.6465,4.097
2009-07-29,1.367,1.774,2.239,2.582,2.848,3.2483,3.629,4.0815
2009-07-30,1.364,1.7905,2.2585,2.594,2.858,3.25,3.6215,4.065
2009-07-31,1.355,1.712,2.177,2.51,2.758,3.1425,3.504,3.9503
2009-08-03,1.346,1.822,2.3035,2.5985,2.84,3.2015,3.549,3.993
2009-08-04,1.344,1.883,2.339,2.6435,2.8795,3.238,3.5785,4.005
2009-08-05,1.345,1.886,2.341,2.6475,2.8775,3.2265,3.561,3.9755
2009-08-06,1.346,1.9225,2.3675,2.6765,2.9105,3.254,3.58,3.9975
2009-08-07,1.348,2.024,2.495,2.79,3.025,3.3595,3.677,4.0483
2009-08-10,1.354,1.983,2.429,2.734,2.964,3.298,3.622,3.988
2009-08-11,1.353,1.955,2.408,2.706,2.941,3.2865,3.621,3.9915
