T,1Y,2Y,3Y,4Y,5Y,7Y,10Y,30Y
2001-01-02,4.692,4.565,4.655,4.755,4.87,5.102,5.345,5.742
2001-01-03,4.619,4.5715,4.655,4.76,4.87,5.089,5.306,5.716
2001-01-04,4.526,4.535,4.665,4.7725,4.885,5.103,5.324,5.734
2001-01-05,4.458,4.4588,4.5888,4.7138,4.83,5.046,5.278,5.703
2001-01-08,4.451,4.4738,4.585,4.705,4.83,5.05,5.264,5.694
2001-01-09,4.493,4.565,4.675,4.785,4.9,5.101,5.309,5.734
2001-01-10,4.577,4.665,4.77,4.875,4.975,5.149,5.342,5.772
2001-01-11,4.602,4.625,4.755,4.845,4.94,5.138,5.35,5.79
2001-01-12,4.598,4.675,4.785,4.875,4.975,5.178,5.388,5.835
2001-01-15,4.643,4.685,4.779,4.87,4.965,5.17,5.376,5.816
2001-01-16,4.588,4.675,4.755,4.869,4.95,5.16,5.379,5.829
2001-01-17,4.606,4.698,4.783,4.865,4.957,5.144,5.346,5.796
2001-01-18,4.563,4.6388,4.745,4.825,4.9115,5.13,5.355,5.81
2001-01-19,4.539,4.625,4.74,4.83,4.92,5.15,5.384,5.855
2001-01-22,4.541,4.64,4.745,4.845,4.945,5.172,5.402,5.872
2001-01-23,4.543,4.635,4.7363,4.825,4.93,5.142,5.38,5.85
2001-01-24,4.586,4.695,4.795,4.9,4.98,5.186,5.399,5.839
2001-01-25,4.614,4.735,4.835,4.915,5.01,5.2,5.393,5.83
2001-01-26,4.615,4.755,4.845,4.925,5.01,5.211,5.4,5.83
2001-01-29,4.62,4.72,4.8088,4.895,4.99,5.179,5.387,5.819
2001-01-30,4.613,4.655,4.755,4.84,4.935,5.14,5.357,5.789
2001-01-31,4.533,4.6038,4.705,4.79,4.895,5.107,5.337,5.787
2001-02-01,4.505,4.6338,4.695,4.785,4.88,5.095,5.293,5.76
2001-02-02,4.544,4.6288,4.705,4.8,4.885,5.085,5.303,5.736
2001-02-05,4.546,4.605,4.6888,4.765,4.86,5.058,5.275,5.71
2001-02-06,4.544,4.6338,4.705,4.79,4.88,5.08,5.281,5.71
2001-02-07,4.551,4.6125,4.695,4.7725,4.8625,5.058,5.27,5.702
2001-02-08,4.554,4.655,4.7325,4.825,4.91,5.102,5.31,5.744
2001-02-09,4.591,4.625,4.705,4.79,4.88,5.0695,5.273,5.708
2001-02-12,4.564,4.635,4.715,4.7963,4.8863,5.085,5.277,5.702
2001-02-13,4.565,4.635,4.725,4.805,4.89,5.1,5.302,5.745
2001-02-14,4.575,4.655,4.735,4.825,4.91,5.108,5.308,5.748
2001-02-15,4.608,4.725,4.825,4.905,4.995,5.18,5.364,5.793
2001-02-16,4.618,4.705,4.785,4.885,4.975,5.161,5.361,5.786
2001-02-19,4.613,4.7,4.795,4.8645,4.965,5.148,5.349,5.777
2001-02-20,4.626,4.725,4.815,4.901,4.991,5.177,5.377,5.807
2001-02-21,4.644,4.7388,4.8263,4.915,5.0063,5.2,5.405,5.841
2001-02-22,4.683,4.745,4.82,4.92,5.015,5.2045,5.405,5.844
2001-02-23,4.691,4.715,4.7975,4.8863,4.9763,5.164,5.371,5.806
2001-02-26,4.649,4.69,4.771,4.86,4.952,5.1565,5.375,5.82
2001-02-27,4.616,4.615,4.695,4.788,4.883,5.09,5.31,5.762
2001-02-28,4.539,4.605,4.685,4.7745,4.864,5.0815,5.306,5.761
2001-03-01,4.532,4.61,4.685,4.772,4.867,5.079,5.294,5.755
2001-03-02,4.563,4.62,4.705,4.803,4.897,5.094,5.309,5.77
2001-03-05,4.585,4.64,4.72,4.812,4.906,5.103,5.323,5.785
2001-03-06,4.609,4.61,4.695,4.767,4.863,5.092,5.322,5.794
2001-03-07,4.58,4.59,4.675,4.761,4.861,5.073,5.31,5.78
2001-03-08,4.569,4.57,4.655,4.7425,4.8413,5.05,5.2713,5.74
2001-03-09,4.567,4.58,4.665,4.759,4.856,5.053,5.278,5.75
2001-03-12,4.576,4.575,4.665,4.747,4.845,5.05,5.255,5.72
2001-03-13,4.553,4.587,4.672,4.766,4.866,5.065,5.28,5.75
2001-03-14,4.568,4.535,4.635,4.691,4.791,5.033,5.258,5.74
2001-03-15,4.511,4.51,4.61,4.699,4.799,5.021,5.26,5.76
2001-03-16,4.495,4.485,4.575,4.685,4.793,5.0025,5.2375,5.7575
2001-03-19,4.487,4.485,4.585,4.69,4.83,5.023,5.2525,5.7675
2001-03-20,4.483,4.51,4.6075,4.7125,4.8175,5.03,5.2575,5.7675
2001-03-21,4.447,4.4225,4.52,4.654,4.766,4.975,5.2125,5.716
2001-03-22,4.348,4.335,4.45,4.543,4.6695,4.922,5.164,5.674
2001-03-23,4.317,4.35,4.455,4.581,4.697,4.93,5.1815,5.709
2001-03-26,4.315,4.3673,4.4888,4.591,4.706,4.953,5.203,5.719
2001-03-27,4.301,4.4288,4.5233,4.666,4.7875,4.993,5.229,5.755
2001-03-28,4.329,4.3838,4.4963,4.615,4.73,4.9525,5.196,5.711
2001-03-29,4.307,4.3975,4.5113,4.633,4.75,4.984,5.233,5.7425
2001-03-30,4.322,4.3635,4.475,4.5975,4.7175,4.95,5.203,5.721
2001-04-02,4.314,4.41,4.53,4.654,4.769,4.991,5.257,5.774
2001-04-03,4.348,4.3875,4.505,4.621,4.742,4.989,5.241,5.758
2001-04-04,4.304,4.395,4.505,4.645,4.768,5.01,5.27,5.787
2001-04-05,4.339,4.4025,4.52,4.647,4.774,5.016,5.27,5.787
2001-04-06,4.351,4.3575,4.475,4.579,4.701,4.952,5.212,5.712
2001-04-09,4.297,4.3513,4.465,4.578,4.7,4.9625,5.2225,5.7375
2001-04-10,4.291,4.405,4.535,4.68,4.804,5.0325,5.2925,5.7925
2001-04-11,4.337,4.5375,4.6225,4.7475,4.8695,5.0925,5.3375,5.8225
2001-04-12,4.536,4.6225,4.6875,4.7825,4.895,5.1025,5.3375,5.8075
2001-04-17,4.578,4.6475,4.7175,4.818,4.916,5.144,5.375,5.845
2001-04-18,4.626,4.5725,4.6575,4.761,4.871,5.132,5.375,5.845
2001-04-19,4.479,4.6525,4.75,4.8525,4.9675,5.193,5.444,5.914
2001-04-20,4.591,4.69,4.785,4.8865,4.9925,5.205,5.436,5.9205
2001-04-23,4.579,4.655,4.735,4.8275,4.9325,5.1475,5.38,5.8675
2001-04-24,4.642,4.7175,4.805,4.904,5.004,5.209,5.421,5.8825
2001-04-25,4.639,4.6925,4.775,4.858,4.963,5.177,5.3975,5.8675
2001-04-26,4.62,4.63,4.72,4.796,4.912,5.123,5.352,5.8185
2001-04-27,4.577,4.705,4.8,4.925,5.032,5.217,5.443,5.918
2001-04-30,4.692,4.8525,4.905,5.019,5.117,5.281,5.477,5.9435
2001-05-02,4.728,4.8175,4.9,4.985,5.0775,5.279,5.482,5.937
2001-05-03,4.729,4.7738,4.85,4.9375,5.0325,5.2275,5.4313,5.8875
2001-05-04,4.687,4.7425,4.8175,4.905,5.0025,5.184,5.395,5.8555
2001-05-07,4.665,4.7205,4.7965,4.8775,4.969,5.184,5.396,5.851
2001-05-08,4.636,4.7025,4.78,4.8725,4.9675,5.16,5.381,5.836
2001-05-09,4.631,4.6525,4.7375,4.8275,4.9225,5.1325,5.3575,5.8375
2001-05-10,4.576,4.53,4.63,4.7375,4.8525,5.104,5.359,5.834
2001-05-11,4.391,4.535,4.67,4.7975,4.9175,5.1675,5.4325,5.9625
2001-05-14,4.446,4.5875,4.725,4.86,4.9825,5.246,5.502,6.042
2001-05-15,4.433,4.6115,4.7375,4.8695,4.9975,5.234,5.484,6.0195
2001-05-16,4.424,4.578,4.717,4.8545,4.9835,5.2285,5.483,6.023
2001-05-17,4.442,4.588,4.72,4.85,4.9725,5.2175,5.47,5.9725
2001-05-18,4.44,4.6305,4.751,4.874,4.998,5.223,5.459,5.957
2001-05-21,4.491,4.6155,4.7465,4.87,4.9885,5.219,5.4635,5.9425
2001-05-22,4.458,4.6565,4.776,4.9025,5.027,5.2655,5.513,5.9925
2001-05-23,4.505,4.63,4.764,4.8925,5.0175,5.256,5.531,6.016
2001-05-24,4.485,4.6195,4.73,4.865,5,5.275,5.537,6.0325
2001-05-25,4.479,4.6375,4.775,4.9075,5.0425,5.2975,5.5575,6.0475
2001-05-28,4.475,4.585,4.725,4.86,4.995,5.278,5.535,6.035
2001-05-29,4.456,4.5875,4.727,4.869,5.005,5.251,5.5125,6.011
2001-05-30,4.439,4.582,4.74,4.883,5.0265,5.278,5.548,6.033
2001-05-31,4.434,4.5935,4.7455,4.895,5.0395,5.292,5.556,6.0355
2001-06-01,4.396,4.5175,4.665,4.822,4.964,5.216,5.4765,5.958
2001-06-04,4.359,4.5005,4.645,4.7975,4.944,5.2115,5.4695,5.955
2001-06-05,4.349,4.437,4.633,4.7275,4.872,5.141,5.409,5.91
2001-06-06,4.304,4.46,4.6115,4.7665,4.912,5.172,5.4355,5.93
2001-06-07,4.307,4.47,4.61,4.765,4.9145,5.191,5.46,5.9635
2001-06-08,4.321,4.4795,4.6315,4.776,4.9195,5.1865,5.443,5.931
2001-06-11,4.315,4.4775,4.62,4.7675,4.9075,5.1695,5.4295,5.91
2001-06-12,4.318,4.5115,4.6535,4.7785,4.9135,5.173,5.4335,5.9325
2001-06-13,4.385,4.5585,4.68,4.815,4.9525,5.1875,5.4425,5.938
2001-06-14,4.379,4.4995,4.6265,4.753,4.88,5.1325,5.3915,5.8925
2001-06-15,4.347,4.47,4.6095,4.75,4.883,5.141,5.396,5.896
2001-06-18,4.334,4.4515,4.5875,4.7285,4.865,5.1265,5.3885,5.904
2001-06-19,4.326,4.4735,4.605,4.7525,4.8895,5.145,5.416,5.9365
2001-06-20,4.302,4.4375,4.575,4.7225,4.8585,5.1145,5.382,5.904
2001-06-21,4.269,4.414,4.559,4.7125,4.8525,5.11,5.3725,5.8925
2001-06-22,4.262,4.3735,4.5025,4.6475,4.7875,5.069,5.337,5.8545
2001-06-25,4.245,4.3575,4.5085,4.664,4.8085,5.089,5.3655,5.888
2001-06-26,4.231,4.3845,4.5435,4.7025,4.8475,5.123,5.404,5.925
2001-06-27,4.26,4.3685,4.5135,4.682,4.827,5.102,5.38,5.896
2001-06-28,4.236,4.415,4.5645,4.732,4.881,5.1525,5.435,5.945
2001-06-29,4.317,4.4835,4.643,4.785,4.935,5.234,5.518,6.0235
2001-07-02,4.305,4.4485,4.5975,4.757,4.906,5.2145,5.501,6.011
2001-07-03,4.284,4.527,4.7025,4.851,5.005,5.2755,5.5525,6.0275
2001-07-04,4.37,4.533,4.6825,4.833,4.9825,5.2575,5.53,5.9925
2001-07-05,4.349,4.5595,4.7125,4.866,5.009,5.263,5.527,5.9825
2001-07-06,4.375,4.5025,4.6485,4.8005,4.945,5.232,5.483,5.953
2001-07-09,4.349,4.5385,4.687,4.8505,5.002,5.2445,5.515,5.975
2001-07-10,4.367,4.492,4.638,4.782,4.933,5.2115,5.488,5.93
2001-07-11,4.317,4.467,4.6175,4.765,4.916,5.1975,5.4735,5.9475
2001-07-12,4.337,4.4545,4.592,4.7455,4.8975,5.1785,5.4555,5.915
2001-07-13,4.325,4.4985,4.64,4.782,4.936,5.2075,5.484,5.9425
2001-07-16,4.327,4.4665,4.604,4.741,4.892,5.1605,5.4325,5.8895
2001-07-17,4.32,4.4775,4.6205,4.762,4.91,5.177,5.4475,5.899
2001-07-18,4.321,4.431,4.563,4.6985,4.848,5.1255,5.401,5.846
2001-07-19,4.283,4.45,4.5885,4.7345,4.879,5.141,5.4065,5.854
2001-07-20,4.309,4.4175,4.5525,4.693,4.843,5.113,5.389,5.84
2001-07-23,4.294,4.3915,4.5275,4.684,4.83,5.103,5.372,5.832
2001-07-24,4.283,4.3765,4.5095,4.672,4.8235,5.101,5.37,5.84
2001-07-25,4.291,4.3955,4.5325,4.679,4.829,5.096,5.368,5.838
2001-07-26,4.299,4.375,4.5065,4.64,4.79,5.069,5.338,5.808
2001-07-27,4.268,4.355,4.484,4.622,4.767,5.03,5.303,5.773
2001-07-30,4.241,4.3535,4.4815,4.62,4.768,5.036,5.305,5.778
2001-07-31,4.226,4.3225,4.4595,4.595,4.743,5.011,5.278,5.758
2001-08-01,4.215,4.3355,4.474,4.617,4.761,5.034,5.309,5.785
2001-08-02,4.207,4.3475,4.4865,4.644,4.79,5.057,5.324,5.799
2001-08-03,4.229,4.3275,4.4745,4.6015,4.748,5.023,5.3005,5.7875
2001-08-06,4.189,4.305,4.4505,4.591,4.74,5.021,5.299,5.781
2001-08-07,4.188,4.328,4.4665,4.6165,4.7665,5.034,5.315,5.7985
2001-08-08,4.21,4.314,4.449,4.609,4.756,5.025,5.302,5.782
2001-08-09,4.156,4.224,4.357,4.516,4.666,4.967,5.239,5.719
2001-08-10,4.123,4.2088,4.3638,4.5163,4.6663,4.9388,5.2238,5.715
2001-08-13,4.091,4.199,4.3545,4.512,4.662,4.946,5.225,5.707
2001-08-14,4.099,4.214,4.363,4.531,4.688,4.9615,5.244,5.724
2001-08-15,4.086,4.2123,4.359,4.528,4.683,4.9638,5.2493,5.724
2001-08-16,4.077,4.176,4.3315,4.489,4.65,4.927,5.207,5.687
2001-08-17,4.078,4.153,4.3138,4.462,4.615,4.891,5.176,5.656
2001-08-20,4.047,4.152,4.3,4.465,4.622,4.907,5.193,5.673
2001-08-21,4.046,4.1615,4.3283,4.501,4.653,4.949,5.2475,5.745
2001-08-22,4.043,4.1825,4.33,4.509,4.67,4.974,5.268,5.765
2001-08-23,4.07,4.203,4.3725,4.533,4.696,4.976,5.262,5.7488
2001-08-24,4.087,4.2385,4.404,4.568,4.723,5.003,5.282,5.7703
2001-08-27,4.105,4.2385,4.4003,4.5638,4.7213,4.995,5.2713,5.7488
2001-08-28,4.079,4.1833,4.34,4.484,4.641,4.928,5.21,5.698
2001-08-29,4.03,4.1585,4.321,4.476,4.626,4.91,5.191,5.683
2001-08-30,4.043,4.1025,4.2655,4.414,4.568,4.863,5.152,5.6513
2001-08-31,3.975,4.0825,4.2538,4.422,4.573,4.87,5.17,5.6813
2001-09-03,3.976,4.0638,4.222,4.384,4.548,4.863,5.165,5.689
2001-09-04,4.005,4.2193,4.3775,4.5703,4.7315,5.0093,5.296,5.8093
2001-09-05,4.078,4.191,4.3685,4.562,4.7175,4.9913,5.2763,5.7863
2001-09-06,4.089,4.1325,4.3075,4.474,4.634,4.943,5.239,5.746
2001-09-07,4.023,4.071,4.2363,4.413,4.581,4.893,5.202,5.709
2001-09-10,3.966,4.0775,4.2563,4.439,4.618,4.9238,5.2313,5.7538
2001-09-11,3.997,3.938,4.1015,4.228,4.402,4.827,5.157,5.655
2001-09-12,3.883,3.9675,4.156,4.3538,4.5413,4.9088,5.2638,5.8438
2001-09-13,3.886,3.9313,4.1373,4.3375,4.5275,4.891,5.2463,5.8288
2001-09-14,3.828,3.8888,4.0775,4.28,4.4888,4.8613,5.2163,5.8488
2001-09-17,3.799,3.8165,4.0445,4.292,4.4865,4.8703,5.24,5.8763
2001-09-18,3.59,3.798,4.0485,4.264,4.473,4.866,5.214,5.859
2001-09-19,3.597,3.75,4.011,4.264,4.4743,4.856,5.234,5.894
2001-09-20,3.567,3.7685,4.028,4.2735,4.491,4.867,5.241,5.9065
2001-09-21,3.552,3.764,4.0365,4.2785,4.499,4.883,5.252,5.9005
2001-09-24,3.545,3.765,4.0338,4.27,4.492,4.879,5.241,5.877
2001-09-25,3.518,3.737,3.9885,4.223,4.445,4.834,5.196,5.816
2001-09-26,3.509,3.736,3.999,4.225,4.439,4.799,5.157,5.787
2001-09-27,3.495,3.6935,3.956,4.1913,4.4038,4.7838,5.1488,5.7538
2001-09-28,3.496,3.728,3.9988,4.241,4.454,4.8035,5.163,5.77
2001-10-01,3.493,3.687,3.9605,4.201,4.418,4.766,5.126,5.733
2001-10-02,3.477,3.6515,3.9088,4.1308,4.3405,4.6845,5.028,5.6178
2001-10-03,3.404,3.594,3.846,4.083,4.294,4.627,4.976,5.591
2001-10-04,3.392,3.599,3.855,4.0978,4.31,4.6655,5.008,5.624
2001-10-05,3.345,3.5688,3.8175,4.073,4.295,4.6323,4.981,5.598
2001-10-08,3.347,3.591,3.8475,4.099,4.318,4.68,5.029,5.661
2001-10-09,3.372,3.648,3.894,4.134,4.349,4.697,5.044,5.664
2001-10-10,3.41,3.633,3.894,4.124,4.339,4.684,5.017,5.632
2001-10-11,3.417,3.6715,3.953,4.172,4.3773,4.706,5.043,5.619
2001-10-12,3.466,3.628,3.881,4.115,4.318,4.679,5.007,5.576
2001-10-15,3.427,3.617,3.8655,4.1,4.312,4.6513,4.9838,5.5338
2001-10-16,3.405,3.579,3.8465,4.076,4.287,4.6363,4.9688,5.5163
2001-10-17,3.408,3.605,3.856,4.0855,4.297,4.623,4.953,5.513
2001-10-18,3.399,3.6058,3.8513,4.0788,4.2838,4.6058,4.9285,5.4813
2001-10-19,3.353,3.5605,3.812,4.0643,4.2738,4.6138,4.9463,5.5188
2001-10-22,3.333,3.5375,3.8013,4.0388,4.2488,4.5813,4.9113,5.4813
2001-10-23,3.34,3.5788,3.8288,4.0588,4.2663,4.5838,4.9088,5.4788
2001-10-24,3.343,3.5455,3.7888,4.0163,4.2178,4.5378,4.8553,5.4213
2001-10-25,3.326,3.4833,3.7178,3.9437,4.1325,4.4738,4.7938,5.3538
2001-10-26,3.324,3.4755,3.7088,3.9388,4.1413,4.4713,4.7888,5.3338
2001-10-29,3.282,3.4155,3.6648,3.9008,4.1063,4.4338,4.75,5.2888
2001-10-30,3.232,3.3565,3.5973,3.8323,4.0418,4.3835,4.7138,5.2688
2001-10-31,3.201,3.348,3.601,3.8313,4.0438,4.3798,4.709,5.2163
2001-11-01,3.193,3.295,3.5113,3.7388,3.9463,4.2813,4.5888,5.0588
2001-11-02,3.179,3.2875,3.5395,3.789,4.004,4.366,4.688,5.163
2001-11-05,3.165,3.2493,3.4945,3.7313,3.9503,4.318,4.647,5.1363
2001-11-06,3.111,3.242,3.4893,3.7313,3.9563,4.3265,4.6615,5.1588
2001-11-07,3.043,3.1595,3.4305,3.6663,3.8888,4.258,4.5988,5.1138
2001-11-08,2.994,3.2165,3.457,3.7238,3.9503,4.294,4.6405,5.1263
2001-11-09,3.02,3.2505,3.5125,3.7643,3.9865,4.3318,4.652,5.1363
2001-11-12,3.056,3.228,3.499,3.738,3.96,4.319,4.652,5.137
2001-11-13,3.063,3.323,3.592,3.8363,4.0513,4.3913,4.71,5.175
2001-11-14,3.105,3.4223,3.6975,3.9488,4.1613,4.4938,4.7963,5.2625
2001-11-15,3.214,3.586,3.8425,4.0638,4.2638,4.5763,4.8663,5.3138
2001-11-16,3.328,3.6875,3.9583,4.156,4.3478,4.638,4.917,5.3875
2001-11-19,3.315,3.5843,3.847,4.0598,4.2505,4.562,4.839,5.2925
2001-11-20,3.238,3.5903,3.859,4.0775,4.275,4.5788,4.8588,5.3163
2001-11-21,3.265,3.688,3.9665,4.1925,4.3935,4.6788,4.9453,5.3888
2001-11-22,3.343,3.7155,3.9973,4.2238,4.4113,4.6913,4.9538,5.3938
2001-11-23,3.318,3.715,3.996,4.1865,4.3705,4.655,4.9138,5.3488
2001-11-26,3.302,3.6598,3.942,4.1575,4.325,4.6238,4.8813,5.3163
2001-11-27,3.309,3.802,4.1,4.311,4.491,4.757,5.012,5.432
2001-11-28,3.307,3.7115,4.0075,4.2185,4.3975,4.6965,4.965,5.396
2001-11-29,3.268,3.6705,3.974,4.188,4.372,4.6613,4.9163,5.3513
2001-11-30,3.217,3.6115,3.9155,4.1318,4.3135,4.6025,4.8863,5.31
2001-12-03,3.183,3.57,3.8608,4.089,4.2768,4.5843,4.844,5.2688
2001-12-04,3.187,3.5728,3.855,4.0765,4.2488,4.5485,4.8148,5.215
2001-12-05,3.194,3.758,4.048,4.258,4.438,4.7505,5.0118,5.3688
2001-12-06,3.341,3.8613,4.1558,4.363,4.5343,4.8065,5.0538,5.3688
2001-12-07,3.378,3.9085,4.2225,4.427,4.6023,4.896,5.144,5.4638
2001-12-10,3.363,3.8618,4.1708,4.3863,4.5588,4.856,5.1063,5.4163
2001-12-11,3.304,3.8165,4.128,4.3563,4.5205,4.8025,5.0575,5.3775
2001-12-12,3.297,3.7188,4.0338,4.2588,4.4338,4.7313,4.9838,5.3013
2001-12-13,3.236,3.7825,4.0925,4.3235,4.5045,4.7898,5.0355,5.2875
2001-12-14,3.291,3.8013,4.1038,4.3238,4.5013,4.7788,5.0163,5.265
2001-12-17,3.334,3.8888,4.2113,4.425,4.6188,4.8963,5.1313,5.3888
2001-12-18,3.343,3.8045,4.128,4.3588,4.542,4.8075,5.0693,5.3438
2001-12-19,3.303,3.7663,4.0713,4.3063,4.4938,4.7963,5.0413,5.3363
2001-12-20,3.299,3.7905,4.114,4.3475,4.5395,4.841,5.0948,5.3928
2001-12-21,3.302,3.837,4.1863,4.4238,4.6163,4.9093,5.1615,5.44
2001-12-24,3.32,3.8275,4.126,4.4105,4.615,4.888,5.158,5.4425
2001-12-27,3.349,3.8658,4.209,4.47,4.67,4.9663,5.2195,5.5088
2001-12-28,3.341,3.8585,4.1965,4.4725,4.6805,4.989,5.254,5.5325
2002-01-02,3.312,3.8403,4.1783,4.4313,4.6363,4.9363,5.1963,5.485
2002-01-03,3.337,3.824,4.1563,4.3955,4.593,4.8928,5.1445,5.4345
2002-01-04,3.367,3.8785,4.2105,4.4525,4.6465,4.9405,5.1865,5.4735
2002-01-07,3.415,3.8375,4.1475,4.3555,4.539,4.825,5.0695,5.3588
2002-01-08,3.373,3.8438,4.1598,4.3865,4.5733,4.8563,5.1013,5.4013
2002-01-09,3.42,3.8763,4.2248,4.4438,4.6213,4.9038,5.1388,5.4188
2002-01-10,3.45,3.9293,4.2075,4.4238,4.6025,4.8613,5.0913,5.3863
2002-01-11,3.501,3.922,4.2135,4.412,4.5895,4.847,5.0685,5.3475
2002-01-14,3.42,3.8525,4.1393,4.3513,4.5238,4.7725,5.0038,5.2988
2002-01-15,3.444,3.891,4.177,4.3785,4.5465,4.8015,5.0115,5.295
2002-01-16,3.449,3.902,4.1775,4.3785,4.5445,4.8085,5.03,5.33
2002-01-17,3.47,3.9335,4.2055,4.4133,4.5833,4.8625,5.0935,5.3885
2002-01-18,3.475,3.908,4.174,4.388,4.56,4.843,5.078,5.365
2002-01-21,3.486,3.9155,4.1763,4.3838,4.5513,4.825,5.0563,5.3388
2002-01-22,3.519,3.9975,4.2668,4.4553,4.6163,4.8788,5.1103,5.375
2002-01-23,3.558,3.965,4.2445,4.4413,4.6035,4.845,5.0815,5.3463
2002-01-24,3.563,4.0755,4.3353,4.5335,4.6918,4.9443,5.1588,5.4113
2002-01-25,3.61,4.1675,4.4425,4.6585,4.8165,5.0475,5.242,5.485
2002-01-28,3.649,4.1563,4.4468,4.645,4.7988,5.035,5.233,5.4275
2002-01-29,3.616,4.093,4.387,4.5863,4.744,4.989,5.193,5.4
2002-01-30,3.572,4.0865,4.3745,4.574,4.734,4.9775,5.181,5.3915
2002-01-31,3.624,4.114,4.3958,4.5845,4.7378,4.9645,5.155,5.3588
2002-02-01,3.633,4.0785,4.36,4.5513,4.7013,4.9338,5.1263,5.3413
2002-02-04,3.575,4.003,4.2825,4.478,4.633,4.8818,5.087,5.315
2002-02-05,3.541,3.9965,4.276,4.4778,4.6338,4.878,5.0885,5.318
2002-02-06,3.528,3.9923,4.279,4.4813,4.6438,4.8988,5.1145,5.3613
2002-02-07,3.515,4.0768,4.3693,4.5705,4.7375,4.994,5.205,5.4388
2002-02-08,3.572,4.0468,4.3398,4.5488,4.7095,4.9738,5.1813,5.4313
2002-02-11,3.589,4.0713,4.3688,4.5663,4.7288,4.9788,5.1913,5.4488
2002-02-12,3.564,4.094,4.3813,4.5838,4.7513,5.0063,5.2225,5.4863
2002-02-13,3.625,4.146,4.439,4.6365,4.7968,5.0395,5.225,5.4838
2002-02-14,3.622,4.1225,4.415,4.6163,4.7763,5.0113,5.2088,5.4563
2002-02-15,3.603,4.075,4.3218,4.575,4.735,4.9688,5.1713,5.4313
2002-02-18,3.594,4.076,4.3655,4.5713,4.7313,4.9738,5.1788,5.4388
2002-02-19,3.588,4.0973,4.3893,4.6038,4.7655,5.0038,5.212,5.4788
2002-02-20,3.618,4.0873,4.3738,4.5788,4.742,4.9888,5.1988,5.4763
2002-02-21,3.632,4.124,4.4165,4.6145,4.7763,5.021,5.2385,5.5088
2002-02-22,3.594,4.0488,4.3338,4.5363,4.6963,4.9563,5.1738,5.4713
2002-02-25,3.598,4.081,4.384,4.593,4.755,4.9988,5.218,5.517
2002-02-26,3.633,4.12,4.417,4.6213,4.7763,5.0213,5.2388,5.5263
2002-02-27,3.636,4.1133,4.4035,4.6075,4.7695,5.009,5.2218,5.5088
2002-02-28,3.613,4.0915,4.3353,4.572,4.7333,4.9813,5.197,5.46
2002-03-01,3.617,4.138,4.424,4.6338,4.7938,5.03,5.245,5.52
2002-03-04,3.674,4.1785,4.4588,4.6588,4.8188,5.0575,5.265,5.53
2002-03-05,3.676,4.221,4.5188,4.72,4.88,5.115,5.3213,5.5813
2002-03-06,3.708,4.225,4.525,4.7538,4.911,5.1713,5.3888,5.6563
2002-03-07,3.714,4.3328,4.638,4.8313,4.9963,5.2213,5.4295,5.6763
2002-03-08,3.774,4.366,4.6658,4.863,5.02,5.2395,5.4245,5.6713
2002-03-11,3.774,4.354,4.6488,4.8448,5.0038,5.2125,5.405,5.6538
2002-03-12,3.774,4.35,4.645,4.838,4.995,5.22,5.4175,5.6638
2002-03-13,3.8,4.352,4.6355,4.8405,4.9945,5.2288,5.4235,5.6763
2002-03-14,3.781,4.3815,4.668,4.874,5.027,5.2538,5.4543,5.7025
2002-03-15,3.837,4.4115,4.7038,4.8938,5.0438,5.2713,5.4563,5.6938
2002-03-18,3.841,4.4213,4.7088,4.8963,5.0438,5.2513,5.4358,5.6638
2002-03-19,3.844,4.4168,4.712,4.8975,5.0375,5.25,5.43,5.6575
2002-03-20,3.835,4.455,4.744,4.9303,5.0763,5.2825,5.465,5.69
2002-03-21,3.893,4.4565,4.734,4.923,5.0525,5.263,5.4395,5.676
2002-03-22,3.902,4.5075,4.7825,4.9675,5.1013,5.2975,5.4525,5.68
2002-03-25,3.971,4.539,4.815,4.988,5.121,5.322,5.4875,5.7025
2002-03-26,3.986,4.4965,4.719,4.9475,5.0788,5.2725,5.4475,5.6675
2002-03-27,3.957,4.485,4.7588,4.935,5.0725,5.275,5.4525,5.6775
2002-03-28,3.953,4.513,4.7895,4.9713,5.1063,5.3038,5.4863,5.7113
2002-04-02,3.994,4.5025,4.7625,4.9425,5.0763,5.287,5.465,5.715
2002-04-03,3.961,4.465,4.7198,4.8985,5.039,5.245,5.4298,5.6813
2002-04-04,3.941,4.4225,4.6763,4.8513,4.9875,5.1875,5.38,5.625
2002-04-05,3.935,4.395,4.6388,4.805,4.96,5.1763,5.37,5.615
2002-04-08,3.891,4.4025,4.6675,4.865,5.015,5.2285,5.4303,5.68
2002-04-09,3.908,4.4028,4.675,4.8558,5.0075,5.2205,5.4175,5.6703
2002-04-10,3.865,4.3998,4.6725,4.87,5.0163,5.2375,5.43,5.6835
2002-04-11,3.898,4.39,4.645,4.8475,4.9855,5.2,5.4005,5.6475
2002-04-12,3.884,4.3765,4.647,4.8425,4.9888,5.2098,5.4,5.6538
2002-04-15,3.843,4.3175,4.585,4.7775,4.9288,5.145,5.3575,5.6125
2002-04-16,3.842,4.4093,4.677,4.872,5.0188,5.2313,5.4175,5.6738
2002-04-17,3.883,4.39,4.6463,4.8575,5.01,5.235,5.44,5.6975
2002-04-18,3.869,4.3485,4.6275,4.8335,4.9843,5.2093,5.4235,5.7035
2002-04-19,3.846,4.3875,4.6588,4.8725,5.03,5.255,5.4453,5.7138
